County,Precinct,Freddie Dickson,Donna Edwards,Ralph Jaffe,Theresa Scaldaferri,Charles Smith,Violet Staley,Blaine Taylor,Ed Tinus,Chris Van Hollen,Lih Young
Prince Georges,908,20,767,5,6,16,7,4,1,388,3
Prince Georges,909,5,178,1,6,3,2,2,0,99,0
Prince Georges,910,13,349,1,3,4,4,4,0,161,5
Prince Georges,911,6,485,3,2,6,2,4,1,164,5
Prince Georges,912,2,23,0,0,0,0,0,0,11,1
Prince Georges,913,11,338,2,6,4,5,2,0,148,4
Prince Georges,914,0,0,0,0,0,0,0,0,0,0
Prince Georges,915,0,0,0,0,1,0,0,0,0,1
Prince Georges,1001,11,171,1,6,0,3,0,0,77,0
Prince Georges,1002,24,349,7,12,9,12,4,3,256,6
Prince Georges,1003,7,167,1,5,1,8,0,3,160,1
Prince Georges,1004,25,276,1,9,3,5,4,0,144,3
Prince Georges,1005,4,246,6,8,4,8,2,2,372,10
Prince Georges,1006,22,364,8,14,7,11,4,1,242,6
Prince Georges,1007,7,187,0,7,4,5,1,1,139,4
Prince Georges,1008,8,153,2,4,7,4,2,0,121,4
Prince Georges,1009,10,245,4,11,7,7,1,0,132,7
Prince Georges,1010,7,206,1,3,3,10,3,1,154,5
Prince Georges,1011,12,214,2,6,2,2,1,0,116,4
Prince Georges,1012,22,545,3,12,8,8,6,1,323,15
Prince Georges,1013,12,399,6,13,5,7,2,1,286,9
Prince Georges,1014,3,84,0,3,3,3,0,0,36,2
Prince Georges,1101,13,404,2,7,4,4,4,0,140,0
Prince Georges,1102,17,450,5,5,6,2,3,2,215,4
Prince Georges,1103,12,550,5,7,5,6,5,1,179,4
Prince Georges,1104,18,527,2,12,13,8,3,1,316,6
Prince Georges,1105,2,60,0,1,2,0,0,0,29,0
Prince Georges,1201,4,211,1,5,2,6,0,0,85,2
Prince Georges,1202,4,244,0,4,3,2,0,0,66,1
Prince Georges,1203,7,355,0,5,2,3,0,1,75,0
Prince Georges,1204,13,418,2,4,7,5,1,1,107,2
Prince Georges,1205,10,424,2,3,2,4,1,0,140,4
Prince Georges,1206,3,353,0,3,5,6,2,0,92,0
Prince Georges,1207,10,346,1,5,3,0,3,0,79,3
Prince Georges,1208,4,284,1,2,1,4,0,2,85,0
Prince Georges,1209,5,282,3,3,7,5,1,0,55,1
Prince Georges,1210,10,567,5,4,4,3,0,0,178,6
Prince Georges,1211,8,497,5,4,4,3,2,1,223,2
Prince Georges,1212,8,361,1,3,5,2,2,0,96,2
Prince Georges,1213,8,496,0,2,5,0,0,0,131,1
Prince Georges,1214,6,433,0,3,5,2,0,1,156,3
Prince Georges,1215,4,423,1,3,5,4,4,0,110,1
Prince Georges,1216,7,234,2,6,0,2,2,2,65,2
Prince Georges,1217,1,87,2,0,2,0,0,1,38,0
Prince Georges,1218,0,49,0,0,0,0,2,0,11,0
Prince Georges,1301,2,106,1,4,1,0,0,0,16,2
Prince Georges,1302,8,315,2,3,1,5,3,1,65,0
Prince Georges,1303,13,285,1,4,4,1,0,0,90,0
Prince Georges,1304,3,256,2,0,1,3,0,0,85,3
Prince Georges,1305,10,485,1,3,4,2,3,0,258,1
Prince Georges,1306,11,519,3,4,4,2,2,0,173,1
Prince Georges,1307,14,613,5,7,4,7,2,0,159,5
Prince Georges,1308,1,185,1,4,1,2,1,0,50,1
Prince Georges,1309,10,492,1,4,1,1,1,0,190,0
Prince Georges,1310,6,613,4,11,5,8,5,3,173,3
Prince Georges,1311,8,517,2,1,8,1,1,0,173,2
Prince Georges,1312,5,630,3,2,4,2,0,1,220,2
Prince Georges,1313,10,369,2,0,1,3,0,0,145,0
Prince Georges,1314,10,556,2,6,5,5,2,0,204,3
Prince Georges,1315,9,587,0,1,1,4,2,2,227,1
Prince Georges,1316,17,447,0,5,3,10,3,0,146,2
Prince Georges,1317,12,319,2,2,4,1,3,0,68,1
Prince Georges,1318,5,120,1,1,0,0,2,0,31,1
Prince Georges,1319,0,12,0,0,0,0,0,0,3,0
Prince Georges,1320,3,99,3,1,2,0,0,0,33,2
Prince Georges,1321,7,235,2,0,4,1,0,0,113,1
Prince Georges,1322,2,53,0,0,1,0,0,0,16,0
Prince Georges,1323,4,126,0,1,3,1,0,0,48,1
Prince Georges,1324,5,198,1,5,0,1,1,0,64,0
Prince Georges,1325,4,36,0,0,0,0,0,0,16,0
Prince Georges,1401,12,314,1,11,2,6,0,1,271,5
Prince Georges,1402,19,471,9,18,6,11,0,0,215,7
Prince Georges,1403,4,129,6,4,4,4,1,1,188,2
Prince Georges,1404,10,138,3,4,1,4,4,0,175,6
Prince Georges,1405,8,97,4,4,1,3,3,1,152,9
Prince Georges,1406,3,63,6,3,3,4,1,1,164,3
Prince Georges,1407,9,323,2,7,3,4,5,1,241,7
Prince Georges,1408,3,193,0,6,3,4,2,0,111,3
Prince Georges,1409,18,391,9,11,7,10,4,2,289,1
Prince Georges,1410,5,157,1,5,1,4,2,0,131,5
Prince Georges,1411,4,77,2,3,1,4,0,0,95,1
Prince Georges,1412,7,299,1,6,1,1,2,1,234,6
Prince Georges,1413,7,130,0,2,1,1,0,1,103,4
Prince Georges,1414,0,0,0,0,0,0,0,0,2,0
Prince Georges,1415,0,47,0,5,0,0,0,0,38,0
Prince Georges,1416,1,16,0,2,1,1,0,0,16,0
Prince Georges,1417,0,0,0,0,0,0,0,0,0,0
Prince Georges,1501,15,596,7,7,6,4,5,0,252,4
Prince Georges,1502,6,332,1,5,4,5,2,0,115,0
Prince Georges,1503,10,409,3,7,8,6,4,0,178,2
Prince Georges,1504,13,489,4,11,6,4,5,1,222,3
Prince Georges,1505,12,1041,4,11,8,5,4,3,362,8
Prince Georges,1506,11,401,3,7,5,9,2,0,193,4
Prince Georges,1601,7,77,0,3,3,3,2,0,46,1
Prince Georges,1602,1,91,3,1,1,1,1,0,103,2
Prince Georges,1603,12,458,4,12,8,3,5,1,665,6
Prince Georges,1604,5,273,2,10,6,5,3,0,273,2
Prince Georges,1605,0,14,1,1,1,0,0,0,7,0
Prince Georges,1701,4,333,1,10,3,3,4,1,352,4
Prince Georges,1702,4,207,3,5,3,3,3,0,191,3
Prince Georges,1703,5,121,3,11,3,7,4,0,215,9
Prince Georges,1704,11,225,1,2,5,4,3,2,138,1
Prince Georges,1705,8,134,1,2,1,2,0,1,165,1
Prince Georges,1706,5,119,3,7,4,4,0,0,96,3
Prince Georges,1707,8,351,1,11,5,5,1,1,316,0
Prince Georges,1708,0,68,1,3,1,3,1,0,57,3
Prince Georges,1709,8,144,0,7,2,4,1,1,134,4
Prince Georges,1710,22,375,3,21,7,9,9,1,260,6
Prince Georges,1711,13,226,0,6,4,1,0,1,315,3
Prince Georges,1712,10,196,1,7,7,10,1,0,198,7
Prince Georges,1713,0,15,2,1,2,1,0,0,15,2
Prince Georges,1714,5,174,8,10,5,7,1,0,88,2
Prince Georges,1715,1,22,0,0,0,1,0,0,14,0
Prince Georges,1801,8,447,2,5,7,2,0,0,125,1
Prince Georges,1802,1,201,0,1,0,2,0,2,50,0
Prince Georges,1803,3,197,1,5,7,3,1,0,51,0
Prince Georges,1804,2,183,1,4,2,0,0,0,55,1
Prince Georges,1805,5,186,1,1,2,1,2,0,54,1
Prince Georges,1806,5,528,1,7,1,1,0,0,147,0
Prince Georges,1807,10,411,2,5,3,4,4,1,104,1
Prince Georges,1808,10,226,1,4,4,2,2,0,87,2
Prince Georges,1809,12,363,0,6,1,2,2,0,96,1
Prince Georges,1810,6,196,0,0,0,1,1,0,58,0
Prince Georges,1811,4,258,2,6,3,3,1,0,57,2
Prince Georges,1812,1,25,0,0,0,0,0,0,7,0
Prince Georges,1813,0,78,0,2,0,0,1,0,26,0
Prince Georges,1814,2,66,0,0,1,1,0,0,21,1
Prince Georges,1815,0,10,0,0,0,2,0,0,3,0
Prince Georges,1816,0,9,0,0,0,0,0,0,1,0
Prince Georges,1901,16,234,3,8,8,3,2,0,229,4
Prince Georges,1902,13,184,4,17,3,6,4,3,124,5
Prince Georges,1903,3,171,5,2,2,5,3,2,439,5
Prince Georges,1904,7,170,2,8,5,2,2,1,64,0
Prince Georges,1905,0,0,0,0,0,0,0,0,0,0
Prince Georges,2001,18,337,4,8,3,8,1,0,200,6
Prince Georges,2002,5,96,1,0,1,3,3,0,41,0
Prince Georges,2003,4,327,2,6,6,4,1,0,101,0
Prince Georges,2004,14,266,3,5,4,3,1,0,86,1
Prince Georges,2005,14,210,5,7,11,9,2,1,195,2
Prince Georges,2006,13,199,3,9,1,2,1,0,131,0
Prince Georges,2007,4,238,0,2,2,2,0,1,74,3
Prince Georges,2008,8,182,3,5,1,1,1,0,75,1
Prince Georges,2009,11,276,1,2,2,2,0,0,118,1
Prince Georges,2010,9,107,2,2,0,3,1,0,71,2
Prince Georges,2011,19,367,5,9,2,2,2,0,125,0
Prince Georges,2012,9,179,4,6,2,3,1,0,67,4
Prince Georges,2013,2,59,0,4,0,2,2,0,23,0
Prince Georges,2014,2,29,1,1,0,1,0,0,16,2
Prince Georges,2015,0,0,0,0,0,0,0,0,0,0
Prince Georges,2016,4,59,1,0,1,1,1,0,25,0
Prince Georges,2017,1,1,0,0,0,2,0,0,0,0
Prince Georges,2018,6,84,0,1,3,1,0,0,19,1
Prince Georges,2019,17,265,3,4,3,3,1,0,93,2
Prince Georges,2020,4,59,1,0,2,1,0,0,19,0
Prince Georges,2021,7,86,2,2,0,2,2,1,78,1
Prince Georges,2101,11,167,5,9,4,7,4,2,247,4
Prince Georges,2102,2,103,3,5,0,5,1,2,222,2
Prince Georges,2103,5,334,2,8,6,6,1,3,524,8
Prince Georges,2104,11,134,4,9,5,5,3,1,169,9
Prince Georges,2105,8,192,2,9,3,7,2,0,142,5
Prince Georges,2106,1,252,1,4,4,2,3,0,443,3
Prince Georges,2107,10,133,7,11,1,10,5,1,253,3
Prince Georges,2108,16,216,5,3,2,6,1,0,98,5
Prince Georges,2109,5,96,3,1,4,2,3,0,105,1
Prince Georges,2110,11,146,6,8,3,5,4,0,194,8
Prince Georges,2111,8,299,3,8,5,7,1,1,202,5
Prince Georges,2112,2,42,1,4,1,3,0,0,107,0
Prince Georges,2113,15,353,3,10,7,4,4,0,248,5
Prince Georges,2114,8,149,1,11,2,2,0,1,152,3
Prince Georges,2115,3,120,2,2,3,2,0,1,146,4
Prince Georges,2116,15,230,1,10,1,2,1,1,149,4
Prince Georges,2117,11,179,14,16,9,20,4,2,192,20
Prince Georges,2118,12,345,2,9,5,9,4,4,209,3
Prince Georges,2119,0,0,0,0,0,0,0,0,1,0
Prince Georges,6001,0,0,0,0,0,0,0,0,0,0
Prince Georges,6002,0,0,0,0,0,0,0,0,0,0
Prince Georges,6003,0,0,0,0,0,0,0,0,0,0
Prince Georges,6004,0,0,0,0,0,0,0,0,0,0
Prince Georges,6005,0,0,0,0,0,0,0,0,0,0
Prince Georges,6006,0,0,0,0,0,0,0,0,0,0
Prince Georges,6007,0,0,0,0,0,0,0,0,0,0
Prince Georges,6008,0,0,0,0,0,0,0,0,0,0
Prince Georges,7000,0,0,0,0,0,0,0,0,0,0
Prince Georges,7500,0,0,0,0,0,0,0,0,0,0
Prince Georges,8000,0,0,0,0,0,0,0,0,0,0
Queen Anne's,101,1,36,2,2,2,0,2,2,71,3
Queen Anne's,201,4,84,6,9,7,6,2,4,203,4
Queen Anne's,301,5,54,2,4,1,2,4,0,111,3
Queen Anne's,302,3,75,2,7,0,9,3,2,160,3
Queen Anne's,401,10,64,9,7,3,7,1,2,138,2
Queen Anne's,402,5,71,1,8,4,7,1,3,234,6
Queen Anne's,403,2,75,7,6,6,4,3,1,217,3
Queen Anne's,406,4,37,3,7,2,3,2,0,176,4
Queen Anne's,501,2,39,1,3,1,2,0,1,99,0
Queen Anne's,502,6,128,2,4,6,10,1,2,233,3
Queen Anne's,601,3,21,1,3,1,0,0,1,61,1
Queen Anne's,701,2,79,3,3,3,4,0,1,111,2
Queen Anne's,6001,0,0,0,0,0,0,0,0,0,0
Queen Anne's,6002,0,0,0,0,0,0,0,0,0,0
Queen Anne's,7000,0,0,0,0,0,0,0,0,0,0
Queen Anne's,7500,0,0,0,0,0,0,0,0,0,0
Queen Anne's,8000,0,0,0,0,0,0,0,0,0,0
Somerset,101,6,30,2,1,2,4,1,0,34,1
Somerset,102,9,74,3,18,11,9,3,1,56,2
Somerset,103,8,12,0,2,4,5,2,1,7,0
Somerset,201,0,13,0,1,3,1,1,1,15,1
Somerset,301,0,27,2,3,2,3,6,1,50,4
Somerset,401,1,14,1,0,1,1,1,1,35,0
Somerset,501,3,28,0,3,5,3,3,3,29,1
Somerset,601,1,23,1,3,2,2,0,0,26,0
Somerset,701,8,59,7,7,8,13,8,2,64,2
Somerset,801,3,28,6,5,2,1,0,2,53,1
Somerset,802,1,11,2,2,4,0,2,0,8,0
Somerset,901,1,11,0,0,1,1,1,1,12,0
Somerset,1001,2,9,0,0,0,0,0,0,13,0
Somerset,1002,1,0,0,0,0,0,0,0,4,0
Somerset,1101,0,2,0,0,0,0,1,0,5,0
Somerset,1201,4,12,0,1,3,1,1,2,32,1
Somerset,1301,0,2,0,0,0,0,1,0,4,0
Somerset,1302,2,9,0,0,0,1,0,0,9,0
Somerset,1303,4,5,0,0,1,0,0,0,7,0
Somerset,1401,1,16,2,0,2,2,1,1,16,1
Somerset,1501,4,25,0,1,3,2,2,0,16,0
Somerset,1502,2,46,2,10,9,8,4,0,25,5
Somerset,1503,0,3,0,0,1,0,1,0,3,0
Somerset,6001,0,0,0,0,0,0,0,0,0,0
Somerset,7000,0,0,0,0,0,0,0,0,0,0
Somerset,7500,0,0,0,0,0,0,0,0,0,0
Somerset,8000,0,0,0,0,0,0,0,0,0,0
St Marys,101,12,110,8,9,4,11,13,3,177,7
St Marys,102,6,58,4,1,8,3,3,2,137,4
St Marys,201,7,61,7,5,4,5,7,7,116,6
St Marys,202,7,67,3,4,1,0,4,3,99,2
St Marys,203,0,29,4,2,0,4,3,3,49,1
St Marys,204,3,24,2,3,2,3,0,0,25,1
St Marys,301,2,66,2,9,4,5,7,0,98,2
St Marys,302,4,99,7,8,7,5,8,2,130,1
St Marys,303,11,49,8,5,1,11,2,1,98,1
St Marys,304,7,30,13,2,2,4,5,0,128,1
St Marys,305,1,33,3,1,2,1,3,5,73,3
St Marys,306,4,32,6,2,2,5,3,2,45,2
St Marys,401,8,59,12,4,13,3,7,2,105,1
St Marys,402,8,49,7,7,4,8,5,2,63,2
St Marys,403,6,94,7,7,8,2,5,3,111,1
St Marys,501,8,92,11,1,4,4,7,1,126,8
St Marys,502,10,82,4,7,2,3,2,3,113,5
St Marys,503,5,51,3,5,3,5,5,1,97,6
St Marys,601,9,48,5,4,4,4,1,0,77,1
St Marys,602,4,44,8,6,3,3,2,4,72,2
St Marys,603,6,58,7,8,4,4,6,5,115,7
St Marys,604,4,54,7,0,1,2,4,0,70,4
St Marys,701,10,90,9,2,6,4,8,4,177,2
St Marys,801,18,112,10,9,9,7,3,2,74,3
St Marys,802,4,27,7,5,2,4,4,1,72,3
St Marys,803,9,130,5,9,9,17,9,3,101,7
St Marys,804,16,155,6,8,7,12,6,2,89,10
St Marys,805,6,44,9,7,4,7,4,2,116,3
St Marys,806,4,51,5,6,0,2,4,1,95,2
St Marys,807,14,136,8,8,8,10,6,1,74,5
St Marys,808,1,30,1,0,1,5,2,1,24,2
St Marys,809,24,150,8,14,12,17,7,1,85,4
St Marys,810,3,34,5,3,1,1,3,2,34,3
St Marys,811,8,72,3,8,3,11,3,1,50,4
St Marys,812,1,12,1,0,0,1,2,0,14,1
St Marys,901,0,6,0,2,1,0,0,1,22,1
St Marys,6001,0,0,0,0,0,0,0,0,0,0
St Marys,7000,0,0,0,0,0,0,0,0,0,0
St Marys,7500,0,0,0,0,0,0,0,0,0,0
St Marys,8000,0,0,0,0,0,0,0,0,0,0
Washington,100,5,74,5,6,5,5,5,2,139,7
Washington,200,12,76,7,11,5,6,10,5,145,10
Washington,301,6,27,1,2,2,7,1,0,52,2
Washington,302,9,54,1,8,4,10,4,4,69,8
Washington,303,6,51,4,8,0,9,6,2,59,6
Washington,304,6,27,3,14,3,5,1,3,28,2
Washington,305,0,0,0,0,0,0,0,0,0,0
Washington,400,9,40,4,6,4,8,8,6,92,1
Washington,500,2,29,5,5,5,4,1,0,69,1
Washington,601,6,44,5,3,4,5,7,1,131,2
Washington,602,9,63,6,11,5,11,3,1,177,2
Washington,701,8,52,4,3,9,7,5,5,116,3
Washington,702,7,39,4,8,4,8,7,2,94,8
Washington,800,6,44,3,6,7,6,1,1,127,4
Washington,900,7,45,4,8,4,5,7,0,113,9
Washington,1001,3,83,3,5,6,16,7,1,143,3
Washington,1002,9,80,3,14,5,11,4,0,146,6
Washington,1003,3,44,1,5,4,11,3,0,91,2
Washington,1004,5,35,0,2,6,1,5,1,63,2
Washington,1005,0,0,0,0,0,0,0,0,4,0
Washington,1101,1,25,2,2,9,4,1,0,71,2
Washington,1102,0,9,1,1,5,6,1,0,35,2
Washington,1200,4,33,5,5,3,6,6,1,121,4
Washington,1301,8,46,4,9,5,5,8,1,103,2
Washington,1302,8,43,1,6,4,8,3,1,54,5
Washington,1401,2,22,2,1,3,0,1,0,42,1
Washington,1402,0,22,1,6,2,9,2,0,38,2
Washington,1500,1,18,0,6,2,5,5,1,52,4
Washington,1600,7,55,5,14,7,9,6,0,167,3
Washington,1701,19,107,9,17,10,23,5,5,156,10
Washington,1801,5,46,4,11,8,10,5,0,108,5
Washington,1802,8,87,4,15,2,8,6,4,112,7
Washington,1803,14,89,2,9,4,13,11,1,123,5
Washington,1804,0,9,0,1,0,2,0,0,12,1
Washington,1900,5,57,2,3,6,1,3,2,102,7
Washington,2000,5,33,3,3,6,4,9,4,69,2
Washington,2101,8,82,5,13,6,19,5,4,145,3
Washington,2102,9,67,2,13,5,12,10,2,136,4
Washington,2103,3,39,2,4,1,5,4,1,117,4
Washington,2201,11,51,4,12,6,14,4,4,89,7
Washington,2202,11,72,7,13,4,13,9,3,83,8
Washington,2300,6,55,2,6,9,7,16,4,114,3
Washington,2401,2,12,0,2,3,0,2,0,12,1
Washington,2501,11,45,3,8,4,7,4,1,41,6
Washington,2502,9,77,4,12,5,12,8,3,70,6
Washington,2503,0,8,0,0,0,0,1,0,0,0
Washington,2504,11,63,6,16,8,11,8,4,93,4
Washington,2601,14,77,9,12,8,13,14,5,152,3
Washington,2602,9,56,4,7,3,20,6,5,124,4
Washington,2603,16,68,6,9,4,7,7,2,159,3
Washington,2701,11,70,3,15,3,7,3,2,169,9
Washington,2702,9,95,7,11,10,5,3,2,152,5
Washington,6001,0,0,0,0,0,0,0,0,0,0
Washington,7000,0,0,0,0,0,0,0,0,0,0
Washington,7500,0,0,0,0,0,0,0,0,0,0
Washington,8000,0,0,0,0,0,0,0,0,0,0
Worcester,101,30,186,9,33,15,15,8,5,196,5
Worcester,102,3,18,1,3,3,3,1,1,38,3
Worcester,201,7,37,0,0,2,4,4,0,34,0
Worcester,202,23,99,5,7,8,11,5,5,76,2
Worcester,203,2,9,0,0,1,4,0,1,24,1
Worcester,204,7,25,4,2,1,6,1,2,18,1
Worcester,205,16,72,2,15,9,13,10,2,61,4
Worcester,301,8,56,10,4,6,4,8,11,122,1
Worcester,302,5,33,1,9,3,3,5,3,114,3
Worcester,303,9,23,5,9,2,7,0,5,56,7
Worcester,401,9,55,5,4,10,6,3,5,154,5
Worcester,402,4,22,3,5,1,2,0,1,29,2
Worcester,403,1,8,1,1,0,0,0,0,9,1
Worcester,404,16,37,5,5,6,3,4,10,59,2
Worcester,501,14,53,6,6,2,7,0,6,215,3
Worcester,502,13,72,2,11,4,12,8,4,221,4
Worcester,601,5,58,3,8,4,13,5,4,225,6
Worcester,602,1,8,2,0,3,0,1,0,34,1
Worcester,603,5,44,2,7,4,2,7,5,97,4
Worcester,701,20,92,6,28,15,14,13,9,358,8
Worcester,6001,0,0,0,0,0,0,0,0,0,0
Worcester,7000,0,0,0,0,0,0,0,0,0,0
Worcester,7500,0,0,0,0,0,0,0,0,0,0
Worcester,8000,0,0,0,0,0,0,0,0,0,0